"","indigo","yellow","blue","Sample"
"121",9.9999999998e-10,9.9999999998e-10,0.999999998,"439.bam"
"122",1.69156190280472e-06,0.368202872246624,0.631795436191473,"43.bam"
"123",0.00901198545403611,0.212095379131482,0.778892635414481,"440.bam"
"124",0.999999998,9.9999999995e-10,9.9999999995e-10,"441.bam"
"125",0.626844212556056,0.030672117875521,0.342483669568423,"442.bam"
"126",0.955979728421333,0.0440172284186164,3.04316005032517e-06,"443.bam"
"127",0.110889360491037,0.353468078877366,0.535642560631597,"444.bam"
"128",0.0242014191382161,0.363754296928421,0.612044283933363,"44.bam"
"129",0.130184259896886,0.566023939522151,0.303791800580963,"451.bam"
"130",9.9999999998e-10,9.9999999998e-10,0.999999998,"452.bam"
"131",0.133411028835206,0.683956070077257,0.182632901087538,"453.bam"
"132",0.226984265385008,0.280009261786778,0.493006472828214,"454.bam"
"133",0.0213491419576224,0.818410194025966,0.160240664016412,"455.bam"
"134",1e-09,0.736129603278657,0.263870395721343,"45.bam"
"135",0.999999998,9.9999999997e-10,9.9999999997e-10,"466.bam"
"136",0.643850843300154,0.0119017056540734,0.344247451045772,"468.bam"
"137",0.53792579739202,0.11885925230632,0.34321495030166,"469.bam"
"138",0.989056717900328,9.9999999999e-10,0.010943281099672,"470.bam"
"139",0.0861385438851899,0.428293580854186,0.485567875260624,"471.bam"
"140",0.171379869590209,0.646691182530231,0.18192894787956,"472.bam"
"141",0.372075447827626,0.346616945167134,0.28130760700524,"473.bam"
"142",0.178426148244496,0.649123381650658,0.172450470104847,"474.bam"
"143",9.9999999999e-10,9.9999999999e-10,0.999999998,"492.bam"
"144",0.0172896178648022,0.536179313644221,0.446531068490977,"493.bam"
"145",0.344113705203805,1e-09,0.655886293796195,"494.bam"
"146",0.25110782098307,0.132109521525057,0.616782657491874,"500.bam"
"147",0.338841675651324,0.0524443945736007,0.608713929775075,"502.bam"
"148",0.999999998,9.9999999998e-10,9.9999999998e-10,"503.bam"
"149",9.9999999999e-10,0.347196526239656,0.652803472760344,"515_1.bam"
"150",0.413975620278806,9.9999999999e-10,0.586024378721194,"515.bam"
"151",0.0370243062962005,0.658139382491076,0.304836311212724,"517_1.bam"
"152",0.966218784840454,0.0337811583899407,5.676960510949e-08,"517.bam"
"153",0.0475561375218968,0.457477696041515,0.494966166436588,"518_1.bam"
"154",0.999999998,9.9999999997e-10,9.9999999997e-10,"518.bam"
"155",0.466093007454348,0.0541262477201277,0.479780744825524,"519.bam"
"156",0.0680641515924278,0.253654473169109,0.678281375238464,"530.bam"
"157",0.498118945231088,9.9999999999e-10,0.501881053768912,"531.bam"
"158",0.156984369789924,0.173048502421461,0.669967127788615,"532.bam"
"159",0.00634203965388229,0.993657959346118,9.9999999999e-10,"540.bam"
"160",9.9999999999e-10,0.999999998,9.9999999999e-10,"541.bam"
"161",0.00447722660238606,0.995522772397614,9.9999999999e-10,"543.bam"
"162",0.00754702805433959,0.927572996749291,0.0648799751963695,"544.bam"
"163",0.999999998,9.9999999995e-10,9.9999999995e-10,"546.bam"
"164",0.252495205905066,0.265433753952997,0.482071040141937,"547.bam"
"165",0.0401507162036889,0.688085863655913,0.271763420140399,"548.bam"
"166",0.0655417377692035,0.59527961626196,0.339178645968836,"549.bam"
"167",0.0708450181778705,0.929154980634506,1.18762357063e-09,"555.bam"
"168",9.9999999999e-10,0.999999168323855,8.3067614478622e-07,"557.bam"
"169",0.0310367100577362,0.968962907835866,3.8210639739923e-07,"558.bam"
"170",0.0129411546356381,0.753548379220269,0.233510466144093,"559.bam"
"171",0.19820369382613,0.164446634190961,0.637349671982909,"55.bam"
"172",0.368921606482,0.222915778798688,0.408162614719312,"565.bam"
"173",9.9999999998e-10,9.9999999998e-10,0.999999998,"566.bam"
"174",0.050620539381772,0.701056352950554,0.248323107667674,"567.bam"
"175",0.380190080918781,0.215734453621499,0.40407546545972,"568.bam"
"176",0.0172290983851441,0.820375693587959,0.162395208026897,"569.bam"
"177",0.403633833456112,0.136773393993688,0.4595927725502,"56.bam"
"178",0.184210551345752,0.175227268566731,0.640562180087517,"57.bam"
"179",0.999999998,9.9999999998e-10,9.9999999998e-10,"581.bam"
"180",0.999999998,9.9999999996e-10,9.9999999996e-10,"582.bam"
"181",0.99322310578526,0.00677689321474004,1e-09,"583.bam"
"182",0.463702974386252,0.102822199963533,0.433474825650216,"584.bam"
"183",0.263670589613372,0.0143354811386366,0.721993929247992,"58.bam"
"184",0.560186145486931,0.129779103684586,0.310034750828483,"595.bam"
"185",0.469205048990495,0.0919747808176575,0.438820170191848,"596.bam"
"186",0.0293306045386623,0.929870314583478,0.0407990808778598,"597.bam"
"187",9.9999999998e-10,0.999999998,9.9999999998e-10,"598.bam"
"188",0.00688423285037766,0.927117945383118,0.065997821766504,"599.bam"
"189",0.951399896564283,9.9999999998e-10,0.048600102435717,"59.bam"
"190",9.9999999998e-10,0.999999998,9.9999999998e-10,"600.bam"
"191",1e-09,0.999999779511929,2.1948807066882e-07,"601.bam"
"192",9.9999999997e-10,0.999999998,9.9999999997e-10,"603.bam"
"193",9.9999999998e-10,0.999999998,9.9999999998e-10,"604.bam"
"194",0.000678092452343935,0.893113048336626,0.10620885921103,"609.bam"
"195",0.999999998,9.9999999999e-10,9.9999999999e-10,"615.bam"
"196",0.487278593553729,0.0850533145144552,0.427668091931816,"616.bam"
"197",0.990406745079855,9.9999999999e-10,0.00959325392014479,"617.bam"
"198",0.999999998,9.9999999996e-10,9.9999999996e-10,"618.bam"
"199",0.181242778112874,9.9999999998e-10,0.818757220887126,"619.bam"
"200",0.615346492400665,0.00660631668537469,0.37804719091396,"620.bam"
"201",0.361526828224758,0.0689982499571899,0.569474921818052,"621.bam"
"202",0.0517717711363628,0.734935711057079,0.213292517806558,"622.bam"
"203",3.2034449443486e-07,0.770581581636657,0.229418098018849,"623.bam"
"204",0.0407173084539331,0.91705265412192,0.042230037424147,"624.bam"
"205",0.077523033990398,0.504469674773614,0.418007291235988,"630.bam"
"206",3.40678602894995e-05,0.98775650072609,0.0122094314136208,"632.bam"
"207",0.0356276972182215,0.790101170679969,0.17427113210181,"633.bam"
"208",0.999628002787857,1e-09,0.000371996212143219,"634.bam"
"209",9.9999999999e-10,0.957463587696735,0.0425364113032647,"645.bam"
"210",0.0288922722461667,0.606375121274841,0.364732606478992,"646.bam"
"211",0.049448952295758,0.763722911396163,0.186828136308079,"648.bam"
"212",0.110488729539039,0.72231404305474,0.167197227406222,"649.bam"
"213",0.890634223891691,4.83026030067883e-05,0.109317473505302,"650.bam"
"214",0.999999998,9.9999999996e-10,9.9999999996e-10,"651.bam"
"215",0.970997364659724,0.0290026343402765,9.9999999999e-10,"652.bam"
"216",0.976032072306286,0.0228539760255624,0.00111395166815208,"653.bam"
"217",0.429534198730449,5.22913998244e-09,0.570465796040411,"666.bam"
"218",0.100147926993851,0.00109327081013157,0.898758802196018,"667.bam"
"219",0.49423503826864,9.9999999999e-10,0.50576496073136,"668.bam"
"220",0.0105540488676502,9.9999999998e-10,0.98944595013235,"670.bam"
"221",0.957624414950614,0.0310710016146757,0.0113045834347105,"676.bam"
"222",1e-09,0.386179996258954,0.613820002741046,"677.bam"
"223",0.999999998,9.9999999998e-10,9.9999999998e-10,"678.bam"
"224",0.999999998,9.9999999995e-10,9.9999999995e-10,"679.bam"
"225",0.999999998,9.9999999996e-10,9.9999999996e-10,"680.bam"
"226",0.999999998,9.9999999998e-10,9.9999999998e-10,"686.bam"
"227",0.13542227694946,0.567130608534295,0.297447114516245,"687.bam"
"228",0.591550315277313,0.20168812542318,0.206761559299507,"688.bam"
"229",0.429370954566172,0.159961926563581,0.410667118870247,"689.bam"
"230",0.800383646965059,0.103176397501335,0.0964399555336055,"690.bam"
"231",9.9999999999e-10,0.999999998,9.9999999999e-10,"691.bam"
"232",9.9999999996e-10,0.999999998,9.9999999996e-10,"692.bam"
"233",0.0126435438792079,0.845119491141474,0.142236964979319,"693.bam"
"234",0.0438601852172674,0.927498795930963,0.0286410188517693,"694.bam"
"235",0.988518197860243,0.0114818011397574,9.9999999999e-10,"701.bam"
"236",0.999999998,9.9999999997e-10,9.9999999997e-10,"704.bam"
"237",0.999999998,9.9999999995e-10,9.9999999995e-10,"705.bam"
"238",0.0287740076115144,0.142836536977858,0.828389455410628,"711.bam"
"239",0.999999998,9.9999999995e-10,9.9999999995e-10,"714.bam"
"240",0.999999998,9.9999999997e-10,9.9999999997e-10,"715.bam"
"241",0.161869210500677,0.562751117854254,0.275379671645069,"721.bam"
"242",0.356673898011377,0.111046386996952,0.532279714991672,"722.bam"
"243",0.93674269261755,0.0632573063824496,9.9999999999e-10,"723.bam"
"244",0.0210135610063893,0.968355564914007,0.010630874079604,"724.bam"
"245",0.347875857831964,0.142088201451257,0.510035940716779,"725.bam"
"246",0.999999998,9.9999999996e-10,9.9999999996e-10,"731.bam"
"247",0.018893338822789,0.819629536296628,0.161477124880583,"732.bam"
"248",0.0448875763682628,0.80216450410789,0.152947919523847,"733.bam"
"249",0.0219807483217422,0.893647537271666,0.0843717144065921,"734.bam"
"250",0.000732525748845366,0.802879699689537,0.196387774561618,"735.bam"
"251",9.9999999998e-10,0.318495766743571,0.681504232256429,"741.bam"
"252",0.905967247024753,0.0648087530222912,0.0292239999529562,"742.bam"
"253",0.829011931941094,1.4343963391475e-07,0.170987924619272,"743.bam"
"254",0.883202747184354,0.00475567025016885,0.112041582565478,"744.bam"
"255",0.125833200202501,0.497800595705756,0.376366204091742,"745.bam"
"256",0.0688232169508268,0.39743063552249,0.533746147526683,"756.bam"
"257",0.0748434108395798,0.54957363167309,0.375582957487331,"757.bam"
"258",2.219601357421e-08,0.189608911001166,0.81039106680282,"758.bam"
"259",1e-09,0.365054369304357,0.634945629695643,"759.bam"
"260",0.060026061768166,0.342809193275021,0.597164744956813,"760.bam"
"261",9.9999999999e-10,0.670377821096061,0.329622177903939,"81.bam"
"262",0.0805132692224347,0.15279567869598,0.766691052081585,"82.bam"
"263",0.999999998,9.9999999994e-10,9.9999999994e-10,"83.bam"
"264",9.9999999998e-10,0.126635153869076,0.873364845130924,"84.bam"
"265",0.0262648205624466,0.519812981969957,0.453922197467597,"85.bam"
"266",0.0105480462650795,0.63465468876384,0.354797264971081,"91.bam"
"267",0.0479381385495545,0.495441272174816,0.456620589275629,"93.bam"
"268",0.0683573690142588,0.310313337725374,0.621329293260367,"94.bam"
"269",0.0199239963062713,0.397918972598446,0.582157031095282,"95.bam"
